"Type","Code","ThinkCode","ColorCode","Formula","Colored","FormulaKey","SameCode","ColorDesc","ReverseCode"
棱块,JP,键盘,"11",U' S' R' F' R S R' F R U,,棱块-JP,,,
棱块,IP,IP地址,"01",R' F E R2 E' R2 F' R,,棱块-IP,,,
棱块,GK,锅盔,"00",S' R' F R S R2 S' R F' R S,,棱块-GK,,,
棱块,HK,黑客,"10",R' F R' S' R F' R' S R2,,棱块-HK,,,
棱块,IK,IK女装,"00",l' U R' E R U2 R' E' R U l,,棱块-IK,,,
棱块,JK,监控,"10",U' L F L S' L2 S L F' L' U,,棱块-JK,,,
棱块,GL,杠铃,"01",U L E L' U L E' L' U2,,棱块-GL,,,
棱块,HL,葫芦,"11",L F' L' S' L2 S L' F L',,棱块-HL,,,
棱块,IL,FILA(斐乐),"01",L F' E' L2 E L2 F L',,棱块-IL,,,
棱块,JL,巨龙,"11",U R' D' R S' R' D R S U',,棱块-JL,,,
棱块,GM,肛门,"00",R' B' R U' R E' R' U R E R2 B R,,棱块-GM,,,
棱块,HM,河马,"10",M R U R' U' M2 U R U' r',,棱块-HM,,,
棱块,JX,巨蟹座,"11",M' U' L U M' U' L' U M2,,棱块-JX,,,
棱块,IM,即时通讯软件,"00",u2 M' u2 M',,棱块-IM,,,
棱块,GN,姑娘,"01",U M U M' U M U M',,棱块-GN,,,
棱块,HN,红牛,"11",M' U' M' U' M U' M' U' M2,,棱块-HN,,,
棱块,IN,IN,"01",D' S' R F R' S R F' R' D,,棱块-IN,,,
棱块,JN,佳能,"11",U' M' U M U2 M U' M' U',,棱块-JN,,,
棱块,GO,狗,"00",R' U R' S R2 S' R' U' R,,棱块-GO,,,
棱块,HO,海鸥,"10",R' F R S' R' F' R S,,棱块-HO,,,
棱块,IO,伊奥,"00",r U' L E' L' U2 L E L' U' r',,棱块-IO,,,
棱块,JO,奇偶校验,"10",U R' F' R' S R2 S' R' F R U',,棱块-JO,,,
棱块,GP,股票,"01",U' R' E' R U R' E R,,棱块-GP,,,
棱块,HP,花盆,"11",S D M D2 M' D S',,棱块-HP,,,
棱块,JM,芥末,"10",D R F R' S' R F' R' S D',,棱块-JM,,,
棱块,JH,菊花,"11",R' F' E R U' R' E' R U R' F R,,棱块-JH,,,
棱块,GY,膏药,"00",M U M' U' R' U M U' r,,棱块-GY,,,
棱块,IY,两面穿衣服,"00",D' U L E L2 E' L U' D,,棱块-IY,,,
棱块,LH,路虎,"11",L F' L S' L2 S L F L',,棱块-LH,,,
棱块,MH,漫画,"01",r U R' U' M2 U R U' R' M',,棱块-MH,,,
棱块,NH,年货,"11",M2 U M U M' U M U M,,棱块-NH,,,
棱块,KI,KIK,"00",l' U' R' E R U2 R' E' R U' l,,棱块-KI,,,
棱块,LI,梨,"10",L F' L2 E' L2 E F L',,棱块-LI,,,
棱块,MI,米,"00",M' U2 M' U2 M2,,棱块-MI,,,
棱块,NI,镍,"10",D' R F R' S' R F' R' S D,,棱块-NI,,,
棱块,KJ,柯基,"01",U' L F L' S' L2 S L' F' L' U,,棱块-KJ,,,
棱块,LJ,垃圾,"11",U S' R' D' R S R' D R U',,棱块-LJ,,,
棱块,MJ,麻将,"01",D S' R F R' S R F' R' D',,棱块-MJ,,,
棱块,NJ,鸟杰,"11",U' M U' M' U2 M' U M U' ,,棱块-NJ,,,
棱块,KM,快门,"00",S M L' U' L U M2 U' L' U l S',,棱块-KM,,,
棱块,LM,蓝莓,"10",U S' L B' L' S L B L' U',,棱块-LM,,,
棱块,MK,棉裤,"00",S l' U' L U M2 U' L' U L M' S',,棱块-MK,,,
棱块,NK,内裤,"10",D L F' L2 E' L2 E F L' D',,棱块-NK,,,
棱块,KN,柯南,"01",D L F' E' L2 E L2 F L' D',,棱块-KN,,,
棱块,LN,鲁能,"11",M D M' D M D M' D,,棱块-LN,,,
棱块,ML,茉莉花,"01",U L B' L' S' L B L' S U',,棱块-ML,,,
棱块,NL,奶酪,"11",D' M D' M' D' M D' M',,棱块-NL,,,
棱块,KO,K.O,"00",U' R2 S' R2 S U,,棱块-KO,,,
棱块,LO,雷欧,"10",L' F' L S L' F L S',,棱块-LO,,,
棱块,KH,口红,"01",R2 S' R F R' S R F' R,,棱块-KH,,,
棱块,NG,南瓜,"10",M U' M' U' M U' M' U',,棱块-NG,,,
棱块,MG,芒果,"00",R' B' R2 E' R' U' R E R' U R' B R,,棱块-MG,,,
棱块,LG,LG,"10",U2 L E L' U' L E' L' U',,棱块-LG,,,
棱块,JY,甲鱼/椒盐,"10",U' R' U M' U' R U M,,棱块-JY,,,
棱块,GZ,甘蔗,"01",U L' E L U L' E' L U2,,棱块-GZ,,,
棱块,HZ,猴子,"11",S' U L' E L U' L' E' L S,,棱块-HZ,,,
棱块,IZ,IZ组合,"01",F E R2 E' R2 F',,棱块-IZ,,,
棱块,JZ,戒指,"11",M' U R' U' M' U R U' M2,,棱块-JZ,,,
棱块,KC,快餐,"00",L U' L' S' L2 S L' U L',,棱块-KC,,,
棱块,LC,绿茶,"10",L E L' U L E' L' U',,棱块-LC,,,
棱块,MC,冒菜,"00",L' U L U' M2 U L' U' L M2,,棱块-MC,,,
棱块,NC,奶茶,"10",M U M' U M U M' U,,棱块-NC,,,
棱块,KD,快递,"01",S L F' L' S' L F L',,棱块-KD,,,
棱块,HY,后羿,"10",R u' R E' R2 E R u R',,棱块-HY,,,
棱块,LD,铃铛,"11",S' D M D2 M' D S,,棱块-LD,,,
棱块,ND,牛犊,"11",M2 U' M U' M' U' M U' M,,棱块-ND,,,
棱块,KE,烤鹅,"00",U' S' L2 S L2 U,,棱块-KE,,,
棱块,LE,六耳猕猴,"10",U' L E L' U2 L E' L' U',,棱块-LE,,,
棱块,ME,木耳,"00",U2 M U2 M',,棱块-ME,,,
棱块,NE,女儿,"10",U M' U' M' U2 M U' M U',,棱块-NE,,,
棱块,KF,咖啡,"01",M U L2 U' M' U L2 U',,棱块-KF,,,
棱块,LF,拉菲,"11",U' L2 U M' U' L2 U M,,棱块-LF,,,
棱块,MF,魔方,"01",U R B R' S R B' R' S' U',,棱块-MF,,,
棱块,NF,奶粉,"11",U' S R B R' S' R B' R' U,,棱块-NF,,,
棱块,KG,酷狗音乐,"00",S' R' F R' S R2 S' R' F' R S,,棱块-KG,,,
棱块,MD,毛豆,"01",D S L F' L' S' L F L' D',,棱块-MD,,,
棱块,IH,室内战,"01",R F E R2 E' R2 F' R',,棱块-IH,,,
棱块,HJ,黄金,"11",R' F' R U' R' E R U R' E' F R,,棱块-HJ,,,
棱块,GJ,公鸡,"01",r U' R' U M U' R U R',,棱块-GJ,,,
棱块,FK,粪坑,"10",U L2 U' M U L2 U' M',,棱块-FK,,,
棱块,CL,成龙,"01",U L E L' U' L E' L',,棱块-CL,GP,,
棱块,DK,短裤,"11",S' D' M D2 M' D' S,,棱块-DL,,,
棱块,EL,饿狼,"01",U L E L' U2 L E' L' U,,棱块-EL,,,
棱块,FL,复联,"11",M' U' L2 U M U' L2 U,,棱块-FL,,,
棱块,CM,炒面,"00",D' U R U R' U' R' U' R' U R D,,棱块-CM,,,
棱块,DN,电脑,"10",D L F' L' S L F L' S' D',,棱块-DM,,,
棱块,EM,峨眉,"00",M U2 M' U2,,棱块-EM,,,
棱块,FM,蜂蜜,"10",U S R B R' S' R B' R' U',,棱块-FM,,,
棱块,CN,菜鸟,"01",U' M U' M' U' M U' M' ,,棱块-CN,GN,,
棱块,DM,大妈,"11",M' U M' U M U M' U M2,,棱块-DN,,,
棱块,EN,额娘,"01",U' M' U' M' U2 M U' M U,,棱块-EN,,,
棱块,FN,飞鸟,"11",U' R B R' S R B' R' S' U,,棱块-FN,,,
棱块,CO,凑,"00",U R U R' U' R' U' R' U R,,棱块-CO,,,
棱块,DO,东欧,"10",r U' L E' L' U L E r' L',,棱块-DO,,,
棱块,EO,EXO组合,"00",U' S R2 S' R2 U,,棱块-EO,,,
棱块,FO,佛,"10",U' R2 U M U' R2 U M',,棱块-FO,,,
棱块,CP,车票,"01",U' R' E' R U' R' E R U2,,棱块-CP,GS,,
棱块,DP,肚皮,"11",R' F R S R2 S' R F' R,,棱块-DP,,,
棱块,EP,二胖,"01",U' R' E' R U2 R' E R U',,棱块-EP,,,
棱块,FP,飞盘,"11",M' U R2 U' M U R2 U',,棱块-FP,,,
棱块,EK,尔康,"00",U S' L2 S L2 U',,棱块-EK,,,
棱块,DL,大佬,"10",L F' L' S L F L' S',,棱块-DK,,,
棱块,CK,仓库,"00",L U' L S' L2 S L U L',,棱块-CK,GO,,
棱块,FJ,飞机,"11",F E R U R' E' R U' R' F',,棱块-FJ,,,
棱块,DE,大二,"10",L' U' L U M' U' L' U l,,棱块-DE,FG,,
棱块,EC,鹅肠,"00",U' M2 U M U2 M' U M2 U,,棱块-EC,,,
棱块,FD,飞碟,"10",L U L' U' M U L U' l',,棱块-FC,,,
棱块,CF,厨房,"01",l U L' U' M' U L U' L',,棱块-CF,,,FD
棱块,DF,东风,"11",U' M U M' U2 M U M' U,,棱块-DF,,,
棱块,ED,耳朵,"01",U' M U' M' U2 M U' M' U,,棱块-ED,,,
棱块,FC,翡翠,"11",l' U' L U M U' L' U L,,棱块-FD,,,
棱块,CG,唱歌,"00",M2 U' M U2 M' U' M2,,棱块-CG,GC,,
棱块,DH,电话,"10",L F' L' S' L F L' S,,棱块-DG,HD,,
棱块,EG,二锅/俄国,"00",R' U2 R2 U R' U' R' U2 R U R U' R',,棱块-EG,,,
棱块,CQ,重庆,"00",R' U R U R' U' R' U' R' U R2,,棱块-CQ,,,
棱块,FG,法官,"10",r U R' U' M U R U' R',,棱块-FG,,,
棱块,DG,蛋糕,"11",M U M' U2 M U M',,棱块-DH,,,
棱块,EH,娥皇,"01",U M U M' U2 M U M' U',,棱块-EH,,,
棱块,FH,凤凰,"11",R' U' R U M U' R' U r,,棱块-FH,,,
棱块,CI,刺,"00",M U2 M U' M' U2 M' U,,棱块-CI,GI,,
棱块,DJ,蛋卷,"10",L' F' L2 E' L2 E F L,,棱块-DI,,,
棱块,EI,工程索引,"00",U2 M' U2 M,,棱块-EI,,,
棱块,FI,世界杯,"10",U S R' F' R S' R' F R U',,棱块-FI,,,
棱块,CJ,长江,"01",l' U L U' M U L' U' L,,棱块-CJ,GJ,,JC
棱块,DI,滴滴,"11",M' F' r U M U' r' F,,棱块-DJ,,,
棱块,EJ,耳机,"01",R' F' R U R' E R U' R' E' F R,,棱块-EJ,,,
棱块,CH,彩虹,"01",S R' F R S' R' F' R,,棱块-CH,GD,,HD
棱块,DQ,电器,"10",S' U L' E' L2 E L' U' S ,,棱块-DQ,,,
棱块,EQ,EQ情商,"00",R' U' S R2 S' R2 U R,,棱块-EQ,,,
棱块,FQ,番茄,"10",U' R U M U' R' U M',,棱块-FQ,,,
棱块,EZ,儿子,"01",U L' E L U2 L' E' L U,,棱块-EZ,,,
棱块,FZ,房子,"11",M' U R' U' M U R U',,棱块-FZ,,,
棱块,GC,工厂,"00",M2 U M U2 M' U M2,,棱块-GC,,,
棱块,HC,火车,"10",M U' M' U2 M U' M',,棱块-HC,,,
棱块,IC,IC卡,"00",U' M U2 M U M' U2 M',,棱块-IC,,,
棱块,JC,警察,"10",L' U L U' M' U L' U' l,,棱块-JC,,,
棱块,GD,果冻,"01",S' L F' L' S L F L',,棱块-GD,,,
棱块,HD,蝴蝶,"11",R' F R S R' F' R S',,棱块-HD,,,
棱块,ID,身份证,"01",L' F' E' L2 E L2 F L,,棱块-ID,,,
棱块,JD,鸡蛋,"11",F' r U M' U' r' F M,,棱块-JD,,,
棱块,DZ,刀子,"11",r' U M' U2 M U r,,棱块-DZ,,,
棱块,GE,孤儿,"00",M2 u' M' u2 M' u' M2,,棱块-GE,,,
棱块,IE,IE浏览器,"00",M' U2 M U2,,棱块-IE,,,
棱块,JE,巨鳄,"10",R' F' E R U R' E' R U' R' F E,,棱块-JE,,,
棱块,GF,功夫,"01",r' U' R U M' U' R' U R,,棱块-GF,,,
棱块,HF,盒饭,"11",U M U' M' U2 M U' M' U',,棱块-HF,,,
棱块,IF,鬼步舞,"01",U R' F' R S R' F R S' U',,棱块-IF,,,
棱块,JF,加菲猫,"11",U' S R' F' R S' R' F R U,,棱块-JF,,,
棱块,GI,gigi,"00",M U2 M U M' U2 M' U',,棱块-GI,,,
棱块,HI,海,"10",R F R2 E R2 E' F' R',,棱块-HI,,,
棱块,IG,Instagram,"00",U M U2 M U' M' U2 M',,棱块-IG,,,
棱块,JG,金箍,"10",R U' R' U M' U' R U r',,棱块-JG,,,
棱块,HE,海尔,"10",R U R' U' M' U R U' r',,棱块-HE,,,
棱块,MO,木偶,"00",S' r U R' U' M2 U R U' R' M' S,,棱块-MO,,,
棱块,CZ,肠子,"01",U L' E L U' L' E' L,,棱块-CZ,,,
棱块,EY,儿媳,"00",R U' S R2 S' R2 U R',,棱块-EY,,,
棱块,CR,超人,"01",U L E' L' U' L E L',,棱块-CR,GT,,
棱块,DR,敌人,"11",R M U M' U2 M U M' R',,棱块-DR,,,
棱块,ER,恶人,"01",U L E' L' U2 L E L' U,,棱块-ER,,,
棱块,FR,腐乳,"11",M' U R U' M U R' U',,棱块-FR,,,
棱块,CS,厨师,"00",U E L E' L' U' L E L' E',,棱块-CS,GS,,
棱块,DS,大师,"10",r U R' E R U R' E' R U2 r',,棱块-DS,,,
棱块,ES,耳屎,"00",L U S' L2 S L2 U' L',,棱块-ES,,,
棱块,FS,粉丝,"10",U L' U' M U L U' M',,棱块-FS,,,
棱块,CT,餐厅,"01",U' R' E R U' R' E' R U2,,棱块-CT,,,
棱块,DT,地图,"11",S U' R' E R U R' E' R S',,棱块-DT,,,
棱块,FY,法医,"10",U' R' U M U' R U M',,棱块-FY,,,
棱块,ET,儿童,"01",U' R' E R U2 R' E' R U',,棱块-ET,,,
棱块,CW,财务,"00",u L' E L U' L' E' L E,,棱块-CW,,,
棱块,DW,大王,"10",U' l U M' U2 M U l' U,,棱块-DW,,,
棱块,EW,鹅王,"00",L' U S' L2 S L2 U' L,,棱块-EW,,,
棱块,FW,福娃,"10",U L U' M U L' U' M',,棱块-FW,,,
棱块,CX,车厢,"01",U' R E' R' U' R E R' U2,,棱块-CX,,,
棱块,DX,大象,"11",S U' R E' R' U R E R' S',,棱块-DX,,,
棱块,EX,鹅心,"01",U' R E' R' U2 R E R' U',,棱块-EX,,,
棱块,FX,佛像,"11",M' U' L U M U' L' U,,棱块-FX,,,
棱块,CY,草药,"00",R U R U R' U' R' U' R' U,,棱块-CY,,,
棱块,DY,电影/抖音,"10",R' U' r U R' U' M U R U' R' U R,,棱块-DY,,,
棱块,FT,饭堂,"11",M' U' L' U M U' L U,,棱块-FT,,,
角块,YT,牙套,"1",D R D R' U' R D2 R' U R D R' D',,角块-YT,,,
棱块,NO,一氧化氮,"10",D' R' F R2 E R2 E' F' R D,,棱块-NO,,,
棱块,LP,凉皮,"11",R' F R' S' R2 S R' F' R,,棱块-LP,,,
棱块,XF,校服,"11",U' L U M' U' L' U M,,棱块-XF,,,
棱块,SG,砂锅,"00",R E2 R' U' R E2 R' U,,棱块-SG,,,
棱块,TG,糖果,"10",R' E R U' R' E' R U,,棱块-TG,,,
棱块,WG,乌龟,"00",R' E2 R U' R' E2 R U,,棱块-WG,,,
棱块,XG,香菇,"10",R E' R' U' R E R' U,,棱块-XG,,,
棱块,SH,水壶,"01",S U' R' E R2 E' R' U S',,棱块-SH,,,
棱块,TH,弹簧,"11",L' M U M' U2 M U M' L,,棱块-TH,,,
棱块,WH,网红,"01",S U' R E' R2 E R U S',,棱块-WH,,,
棱块,XH,校花,"11",l U M' U2 M U l',,棱块-XH,,,
棱块,SI,丝,"00",U' D R' E R2 E' R' U D',,棱块-SI,,,
棱块,TI,题,"10",L2 F' L2 E' L2 E F L2,,棱块-TI,,,
棱块,WI,WiFi,"00",U' D R E' R2 E R D' U,,棱块-WI,,,
棱块,XI,夕阳,"10",F' L2 E' L2 E F,,棱块-XI,,,
棱块,SJ,手机,"01",M' U L' U' M U L U',,棱块-SJ,,,
棱块,TJ,台阶,"11",F E r U r' E' r U' r' F',,棱块-TJ,,,
棱块,WJ,玩具,"01",M' U L U' M U L' U',,棱块-WJ,,,
棱块,XJ,香蕉,"11",M2 U' L U M U' L' U M,,棱块-XJ,,,
棱块,SK,斜转,"00",D2 U' R' E R2 E' R' U D2,,棱块-SK,,,
棱块,TK,坦克,"10",U E L E' L2 E L E' U',,棱块-TK,,,
棱块,WK,悟空,"00",D2 U' R E' R2 E R U D2,,棱块-WK,,,
棱块,XK,相框,"10",u L' E L2 E' L' u',,棱块-XK,,,
棱块,WF,汪峰,"01",M U L U' M' U L' U',,棱块-WF,,,
棱块,TF,台风,"11",U' L' U M' U' L U M,,棱块-TF,,,
棱块,SF,沙发,"01",M U L' U' M' U L U',,棱块-SF,,,
棱块,XE,熊二,"10",U R E' R' U2 R E R' U,,棱块-XE,,,
棱块,PX,螃蟹/皮鞋,"11",R' F E' R2 E R2 F' R,,棱块-PX,,,
棱块,QX,球鞋,"01",R U' R E' R' U R E R2,,棱块-QX,,,
棱块,RX,肉馅,"11",R2 F E' R2 E R2 F' R2,,棱块-RX,,,
棱块,OY,欧元,"00",R' U R U R U R' U' R' U',,棱块-OY,,,
棱块,PY,皮衣,"10",S U L E L2 E' L U' S',,棱块-PY,,,
棱块,QY,秋衣,"00",U R' S R2 S' R' U',,棱块-QY,,,
棱块,RY,肉燕,"10",F R S' R' F' R S R',,棱块-RY,,,
棱块,OZ,欧洲,"01",u' R' E' R2 E R' u,,棱块-OZ,,,
棱块,PZ,瓶子,"11",U' S U R U' S' U R',,棱块-PZ,,,
棱块,QZ,茄子,"01",R U' R' E' R U R' E,,棱块-QZ,,,
棱块,SL,扫雷,"01",D M' U L' U' M U L U' D',,棱块-SL,,,
棱块,RZ,肉粽,"11",l' U' R' S R2 S' R' U l,,棱块-RZ,,,
棱块,TC,陶瓷,"10",U2 R' E R U R' E' R U,,棱块-TC,,,
棱块,WC,旺财,"00",E' L' E L U L' E' L u',,棱块-WC,,,
棱块,XC,相册,"10",U2 R E' R' U R E R' U,,棱块-XC,,,
棱块,SD,闪电,"01",r U2 R' E R U' R' E' R U' r',,棱块-SD,,,
棱块,TD,泰迪,"11",S R' E R U' R' E' R U S',,棱块-TD,,,
棱块,WD,豌豆,"01",U' l U' M' U2 M U' l' U,,棱块-WD,,,
棱块,XD,鞋带,"11",S R E' R' U' R E R' U S',,棱块-XD,,,
棱块,SE,烧鹅,"00",L U' S' L2 S L2 U L',,棱块-SE,,,
棱块,TE,天鹅,"10",U R' E R U2 R' E' R U,,棱块-TE,,,
棱块,WE,我们,"00",L' U' S' L2 S L2 U L,,棱块-WE,,,
棱块,SC,酸菜,"00",E L E' L' U L E L' U' E',,棱块-SC,,,
棱块,OX,公牛,"01",u' R E R2 E' R u,,棱块-OX,,,
棱块,TL,铁路,"11",L D M D' L' D M' D',,棱块-TL,,,
棱块,XL,项链,"11",L' D M D' L D M' D',,棱块-XL,,,
棱块,WS,五杀,"00",U' L' S' L2 S L' U,,棱块-WS,,,
棱块,XS,香水,"10",E L' U L E' L' U' L,,棱块-XS,,,
棱块,SX,生肖,"01",L' U L E L' U' L E',,棱块-SX,,,
棱块,TX,拖鞋,"11",r U r E r2 E r U' r',,棱块-TX,,,
棱块,WT,梧桐,"01",L U L' E' L U' L' E,,棱块-WT,,,
棱块,XT,刑天,"11",r U r' E' r2 E' r' U' r',,棱块-XT,,,
棱块,SY,摄影,"00",R U' R' E R2 E' R' U R',,棱块-SY,,,
棱块,TY,汤圆,"10",R2 E R U' R' E' R U R,,棱块-TY,,,
棱块,WY,乌鸦,"00",R U' R E' R2 E R U R',,棱块-WY,,,
棱块,XY,西游记,"10",E' R' U' R E R' U R,,棱块-XY,,,
棱块,SZ,勺子,"01",L' U L' E L U' L' E' L2,,棱块-SZ,,,
棱块,TZ,贴纸,"11",r U R' E R2 E' R' U' r',,棱块-TZ,,,
棱块,WZ,王子,"01",L U L' E L U' L' E',,棱块-WZ,,,
棱块,XZ,心脏,"11",u R S R2 S' R u',,棱块-XZ,,,
棱块,YC,旸唇,"00",U' R U R U R U' R' U' R',,棱块-YC,,,
棱块,ZC,榨菜,"10",L' E L U L' E' L U',,棱块-ZC,,,
棱块,YD,腰带,"01",R' U' R U R' U' M' U R U' r' U R,,棱块-YD,,,
棱块,ZD,桌垫,"11",r' U' M' U2 M U' r ,,棱块-ZD,,,
棱块,YE,婴儿,"00",R U S R2 S' R2 U' R',,棱块-YE,,,
棱块,ZE,猪耳,"10",U' L' E L U2 L' E' L U',,棱块-ZE,,,
棱块,YF,衣服,"01",M U' R' U M' U' R U,,棱块-YF,,,
棱块,TW,条纹,"10",E' L U L' E L U' L',,棱块-TW,,,
棱块,SW,丝袜,"00",U' L S' L2 S L U,,棱块-SW,,,
棱块,XR,虾仁,"11",R2 F R2 E' R2 E F' R2,,棱块-XR,,,
棱块,WR,世界纪录,"01",L U L E' L' U' L E L2,,棱块-WR,,,
棱块,SM,烧麦,"00",U' D' R' E R2 E' R' D U,,棱块-SM,,,
棱块,TM,汤姆猫,"10",M U' L' U M2 U' L U M,,棱块-TM,,,
棱块,WM,外卖,"00",U' D' R E' R2 E R D U,,棱块-WM,,,
棱块,XM,熊猫,"10",M U' L U M2 U' L' U M,,棱块-XM,,,
棱块,SN,酸奶,"01",U2 M U' L' U M' U' L U',,棱块-SN,,,
棱块,TN,鸵鸟,"11",U' M U R' E R U' R' E' r U,,棱块-TN,,,
棱块,WN,蜗牛,"01",U2 M U' L U M' U' L' U',,棱块-WN,,,
棱块,XN,犀牛,"11",U' M U r E' r' U' r E R' U,,棱块-XN,,,
棱块,SO,手偶,"00",U' R' E R2 E' R' U,,棱块-SO,,,
棱块,TO,糖藕,"10",U' E' R E' R2 E R E U,,棱块-TO,,,
棱块,WL,卫龙辣条,"01",S' U' R E' R2 E R U S,,棱块-WL,,,
棱块,WO,玩偶,"00",U' R E' R2 E R U,,棱块-WO,,,
棱块,SP,薯片,"01",D' M' U L' U' M U L U' D,,棱块-SP,,,
棱块,TP,天蓬元帅,"11",S' R' E R U' R' E' R U S,,棱块-TP,,,
棱块,WP,网盘,"01",D' M' U L U' M U L' U' D,,棱块-WP,,,
棱块,XP,橡皮,"11",R' F R2 E' R2 E F' R,,棱块-XP,,,
棱块,SQ,手枪,"00",R' U' R' E R2 E' R' U R,,棱块-SQ,,,
棱块,TQ,台球,"10",E R U' R' E' R U R',,棱块-TQ,,,
棱块,WQ,围棋,"00",R' U' R E' R2 E R U R,,棱块-WQ,,,
棱块,XQ,星球,"10",R2 E' R' U' R E R' U R',,棱块-XQ,,,
棱块,SR,蒜蓉,"01",L' U L E' L' U' L E,,棱块-SR,,,
棱块,TR,兔肉,"11",E U R' S R2 S' R' U' E',,棱块-TR,,,
棱块,XO,XO酒,"10",u' R' E R2 E' R' u,,棱块-XO,,,
棱块,RW,肉丸,"10",L2 E' L' U L E L' U' L',,棱块-RW,,,
棱块,QW,青蛙,"00",R' U' R' E' R2 E R' U R,,棱块-QW,,,
棱块,PW,喷雾,"10",M D R' E' R D' R' E r,,棱块-PW,,,
棱块,KY,烤鸭,"00",U L E L2 E' L U',,棱块-KY,,,
棱块,LY,羚羊,"10",D U' R' U M' U' R U M D',,棱块-LY,,,
棱块,MY,蚂蚁,"00",U D L E L2 E' L D' U',,棱块-MY,,,
棱块,NY,农药,"10",U' R' U' M U R U' M' U2,,棱块-NY,,,
棱块,KZ,口罩,"01",u L' E' L2 E L' u',,棱块-KZ,,,
棱块,LZ,蜡烛,"11",F R' S' R2 S R' F',,棱块-LZ,,,
棱块,MZ,帽子,"01",M' U R' U' M2 U R U' M',,棱块-MZ,,,
棱块,NZ,哪吒,"11",U L' E l U' l' E' l U M' U',,棱块-NZ,,,
棱块,OC,橘子郡男孩,"00",R' U' R U R U R U' R' U',,棱块-OC,,,
棱块,PC,泡菜,"10",U2 R' E' R U R' E R U,,棱块-PC,,,
棱块,QC,青菜,"00",R2 U' R U R U R U' R' U' R,,棱块-QC,,,
棱块,RC,肉串,"10",L E' L' U L E L' U',,棱块-RC,,,
棱块,OD,欧弟,"01",r L E' L' U' L E L' U r',,棱块-OD,,,
棱块,PD,皮蛋,"11",R' F R' S R2 S' R' F' R,,棱块-PD,,,
棱块,QD,乔丹,"01",S' U L E' L2 E L U' S,,棱块-QD,,,
棱块,RD,瑞典,"11",R M U' M' U2 M U' M' R',,棱块-RD,,,
棱块,OE,藕耳,"00",U S R2 S' R2 U',,棱块-OE,,,
棱块,PE,普洱茶,"10",U R' E' R U2 R' E R U,,棱块-PE,,,
棱块,QE,企鹅,"00",R' U S R2 S' R2 U' R,,棱块-QE,,,
棱块,RE,软腭,"10",U' L E' L' U2 L E L' U',,棱块-RE,,,
棱块,OF,关机键,"01",M U' R2 U M' U' R2 U,,棱块-OF,,,
棱块,NX,奶昔,"11",U' R E' r' U r E r' U' M' U,,棱块-NX,,,
棱块,MX,米线,"01",M' U' L U M2 U' L' U M',,棱块-MX,,,
棱块,LX,流星,"11",D M D' L' D M' D' L,,棱块-LX,,,
棱块,KX,烤箱,"01",u L E L2 E' L u',,棱块-KX,,,
棱块,MP,麦片,"01",U' R' B R S R' B' R S' U,,棱块-MP,,,
棱块,NP,奶瓶,"11",U' S' R B R' S R B' R' U,,棱块-NP,,,
棱块,KQ,孔雀,"00",U r' S r2 S r' U',,棱块-KQ,,,
棱块,LQ,篮球,"10",U' D R U M' U' R' U M D',,棱块-LQ,,,
棱块,MQ,米奇,"00",U D L' E' L2 E L' D' U',,棱块-MQ,,,
棱块,NQ,泥鳅,"10",U' R U' M U R' U' M' U2,,棱块-NQ,,,
棱块,KR,扣肉,"01",E U L E L2 E' L U' E',,棱块-KR,,,
棱块,LR,鹿茸,"11",R2 F R' S' R2 S R' F' R2,,棱块-LR,,,
棱块,MR,母乳,"01",M' U R U' M2 U R' U' M',,棱块-MR,,,
棱块,NR,牛肉,"11",U l E' L' U' L E L' U M' U',,棱块-NR,,,
棱块,PF,披风,"11",U R2 U' M' U R2 U' M,,棱块-PF,,,
棱块,KS,快手,"00",D2 U' R E R2 E' R U D2,,棱块-KS,,,
棱块,MS,魔术,"00",U' D' R E R2 E' R D U,,棱块-MS,,,
棱块,NS,年兽,"10",U L' U M U' L U M' U2,,棱块-NS,,,
棱块,KT,空调,"01",U E L' E' L2 E L' E' U',,棱块-KT,,,
棱块,LT,轮胎,"11",D M D' L D M' D' L',,棱块-LT,,,
棱块,MT,摩托,"01",M' U' L' U M2 U' L U M',,棱块-MT,,,
棱块,NT,奶糖,"11",U' r' E R U R' E' R U' M' U,,棱块-NT,,,
棱块,KW,匡威,"00",D2 U' R' E' R2 E R' U D2,,棱块-KW,,,
棱块,LW,芦苇,"10",S' U' R' E' R2 E R' U S,,棱块-LW,,,
棱块,MW,漫威,"00",U' D' R' E' R2 E R' D U,,棱块-MW,,,
棱块,NW,女娲,"10",U L U M U' L' U M' U2,,棱块-NW,,,
棱块,LS,老鼠,"10",D U L' U' M' U L U' M D',,棱块-LS,,,
棱块,QF,擒奋,"01",M U' R U M' U' R' U,,棱块-QF,,,
棱块,RF,肉粉,"11",U R U' M' U R' U' M,,棱块-RF,,,
棱块,OG,欧冠,"00",R U R' S R2 S' R3 U' R',,棱块-OG,,,
棱块,RM,绒毛,"10",M U R U' M2 U R' U' M,,棱块-RM,,,
棱块,ON,欧尼,"01",D' R' F E R2 E' R2 F' R D,,棱块-ON,,,
棱块,PN,跑男,"11",U' R B R' S' R B' R' S U,,棱块-PN,,,
棱块,QN,牵牛花,"01",U2 M U R U' M' U R' U,,棱块-QN,,,
棱块,RN,肉泥,"11",U M U' L E' L' U L E l' U',,棱块-RN,,,
